DB.ID	TaxID	AccNum.noV	AccNum	SeqMD5Digest	SLength	Analysis	SignDesc	StartLoc	StopLoc	Score	Status	RunDate	IPRAcc	IPRDesc	FullAccNum	ProteinName	Length	SourceDB	Completeness	Lineage	Species	Name	ShortName	LookupTblDesc	ID	Label
PF05258		WP_107653502	WP_107653502.1	b4371c049570266179f4acd587be017b	186	Pfam	Dna[CI] antecedent, DciA	76	161	5.9E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232								WP_107653502.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	2692198	WP_161066955	WP_161066955.1	f2bd1b80dee96f1f53279ba3430f5b3a	177	Pfam	Dna[CI] antecedent, DciA	63	151	4.4E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_161066955.1	DciA family protein [Streptomyces sp. HUCO-GS316]	177	refseq	complete	Bacteria>Actinobacteria	Streptomyces sp. HUCO-GS316	BActino_Ssp._WP_161066955.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1781	WP_036451504	WP_036451504.1	87cf606c4a440ccdf96a777cde323a27	187	Pfam	Dna[CI] antecedent, DciA	75	162	6.5E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_036451504.1	DUF721 family protein [Mycobacterium marinum]	187	refseq	complete	Bacteria>Actinobacteria	Mycobacterium marinum	BActino_Mmarinum_WP_036451504.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	380244	WP_091053943	WP_091053943.1	2956016dc5c7f00dc8e351fa05db0145	153	Pfam	Dna[CI] antecedent, DciA	43	129	9.9E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_091053943.1	DciA family protein [Glycomyces sambucus]	153	refseq	complete	Bacteria>Actinobacteria	Glycomyces sambucus	BActino_Gsambucus_WP_091053943.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258		WP_133728211	WP_133728211.1	7c405103759f37da7605db23c7041376	181	Pfam	Dna[CI] antecedent, DciA	70	156	1.9E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232								WP_133728211.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	2493553	WP_125248168	WP_125248168.1	53dc37d929822a8e2843ad2508f3f578	150	Pfam	Dna[CI] antecedent, DciA	40	126	8.2E-26	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_125248168.1	DciA family protein [Glycomyces terrestris]	150	refseq	complete	Bacteria>Actinobacteria	Glycomyces sp. YIM121974	BActino_Gsp._WP_125248168.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	29311	WP_054879054	WP_054879054.1	4b8fae8a59340d3f7e2f5cef41982cef	187	Pfam	Dna[CI] antecedent, DciA	75	162	2.2E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_054879054.1	DUF721 family protein [Mycobacterium haemophilum]	187	refseq	complete	Bacteria>Actinobacteria	Mycobacterium haemophilum	BActino_Mhaemophilum_WP_054879054.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1781	WP_117433500	WP_117433500.1	0eae12d931dfce9468c1622a909f0e0f	187	Pfam	Dna[CI] antecedent, DciA	75	162	1.2E-23	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_117433500.1	DUF721 family protein [Mycobacterium marinum]	187	refseq	complete	Bacteria>Actinobacteria	Mycobacterium marinum	BActino_Mmarinum_WP_117433500.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1841861	WP_077078565	WP_077078565.1	3e0c46a38114bcccfe5dc55fd24be006	185	Pfam	Dna[CI] antecedent, DciA	73	160	5.5E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_077078565.1	DUF721 family protein [Mycobacterium numidiamassiliense]	185	refseq	complete	Bacteria>Actinobacteria	Mycobacterium numidiamassiliense	BActino_Mnumidiamassiliense_WP_077078565.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1156844	WP_018529469	WP_018529469.1	c73adfb7f6d2e2d793c4f97446c0f8ca	187	Pfam	Dna[CI] antecedent, DciA	73	161	2.1E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_018529469.1	DciA family protein [Streptomyces sp. HmicA12]	187	refseq	complete	Bacteria>Actinobacteria	Streptomyces sp. HmicA12	BActino_Ssp._WP_018529469.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	192944	WP_114720281	WP_114720281.1	d9d5df5cb50f841f8ad67cc14e9a2724	187	Pfam	Dna[CI] antecedent, DciA	76	162	5.5E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_114720281.1	MULTISPECIES: DUF721 family protein [unclassified Rhodococcus]	187	refseq	complete	Bacteria>Actinobacteria	unclassified Rhodococcus	BActino_uRhodococcus_WP_114720281.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1781	WP_012392012	WP_012392012.1	8ba6bd829237b7e1ed33d161e48f5a4b	187	Pfam	Dna[CI] antecedent, DciA	75	162	1.2E-23	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_012392012.1	DUF721 family protein [Mycobacterium marinum]	187	refseq	complete	Bacteria>Actinobacteria	Mycobacterium marinum	BActino_Mmarinum_WP_012392012.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	223392	WP_064064249	WP_064064249.1	8c64928c5323168587bc9e6a1f16ec16	184	Pfam	Dna[CI] antecedent, DciA	72	159	1.3E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_064064249.1	DUF721 family protein [Rhodococcus gordoniae]	184	refseq	complete	Bacteria>Actinobacteria	Rhodococcus gordoniae	BActino_Rgordoniae_WP_064064249.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1719	WP_104992917	WP_104992917.1	d5b00023a288efc71d85f66bce71ee94	190	Pfam	Dna[CI] antecedent, DciA	78	165	1.4E-22	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_104992917.1	DUF721 domain-containing protein [Corynebacterium pseudotuberculosis]	190	refseq	complete	Bacteria>Actinobacteria	Corynebacterium pseudotuberculosis	BActino_Cpseudotuberculosis_WP_104992917.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	33895	WP_066917053	WP_066917053.1	e7a20b435118a7259a00b49425e828b7	184	Pfam	Dna[CI] antecedent, DciA	72	159	4.5E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_066917053.1	DUF721 family protein [Mycobacterium interjectum]	184	refseq	complete	Bacteria>Actinobacteria	Mycobacterium interjectum	BActino_Minterjectum_WP_066917053.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258		WP_133911115	WP_133911115.1	d6749b9076c79efb72c6801effa8862d	186	Pfam	Dna[CI] antecedent, DciA	72	160	1.4E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232								WP_133911115.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	33899	WP_150471860	WP_150471860.1	723c47a1ffb8dfbdb2c61b1edbef3027	194	Pfam	Dna[CI] antecedent, DciA	80	168	1.1E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_150471860.1	DciA family protein [Streptomyces galilaeus]	194	refseq	complete	Bacteria>Actinobacteria	Streptomyces galilaeus	BActino_Sgalilaeus_WP_150471860.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1478131	WP_129767468	WP_129767468.1	de41049705407dd6f238ddb35f6650e0	194	Pfam	Dna[CI] antecedent, DciA	77	168	3.4E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_129767468.1	DciA family protein [Streptomyces sp. L-9-10]	194	refseq	complete	Bacteria>Actinobacteria	Streptomyces sp. L-9-10	BActino_Ssp._WP_129767468.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258		WP_151565296	WP_151565296.1	edabab50e280b47250d914f72c1594ab	146	Pfam	Dna[CI] antecedent, DciA	45	131	5.6E-27	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232								WP_151565296.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	2530369	WP_131970206	WP_131970206.1	9133fd7baf980e03d0a86ded47040cf3	210	Pfam	Dna[CI] antecedent, DciA	109	195	1.6E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_131970206.1	DciA family protein [Actinomadura sp. KC06]	210	refseq	complete	Bacteria>Actinobacteria	Actinomadura sp. KC06	BActino_Asp._WP_131970206.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	396712	WP_159404611	WP_159404611.1	235ac1fbbab121245b78059024d990cc	195	Pfam	Dna[CI] antecedent, DciA	84	170	9.7E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_159404611.1	DUF721 family protein [Gordonia sp. YY1]	195	refseq	complete	Bacteria>Actinobacteria	Gordonia sp. YY1	BActino_Gsp._WP_159404611.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	2711218	WP_164701839	WP_164701839.1	5b5417fd4a7d83c0ffac6afe656b61e4	166	Pfam	Dna[CI] antecedent, DciA	54	141	6.0E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_164701839.1	DciA family protein [Modestobacter sp. KNN46-3]	166	refseq	complete	Bacteria>Actinobacteria	Modestobacter sp. KNN46-3	BActino_Msp._WP_164701839.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	132919	WP_073366882	WP_073366882.1	46c636022fa00801ff8bb0d51d598bd2	187	Pfam	Dna[CI] antecedent, DciA	76	162	1.3E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_073366882.1	DUF721 family protein [Rhodococcus jostii]	187	refseq	complete	Bacteria>Actinobacteria	Rhodococcus jostii	BActino_Rjostii_WP_073366882.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	227316	WP_091126705	WP_091126705.1	99b6726223cda62d928c3b733a996dad	227	Pfam	Dna[CI] antecedent, DciA	115	202	5.0E-27	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_091126705.1	DciA family protein [Micromonospora eburnea]	227	refseq	complete	Bacteria>Actinobacteria	Micromonospora eburnea	BActino_Meburnea_WP_091126705.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	2053	WP_006896772	WP_006896772.1	5e8a48e421bf767a66b6f1a0a56c41de	183	Pfam	Dna[CI] antecedent, DciA	71	158	1.9E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_006896772.1	MULTISPECIES: DUF721 family protein [Gordonia]	183	refseq	complete	Bacteria>Actinobacteria	Gordonia	BActino_G_WP_006896772.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1170698	WP_016931522	WP_016931522.1	0b633fde84863ca312951b80d845180d	184	Pfam	Dna[CI] antecedent, DciA	72	159	1.5E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_016931522.1	DUF721 family protein [Rhodococcus sp. R1101]	184	refseq	complete	Bacteria>Actinobacteria	Rhodococcus sp. R1101	BActino_Rsp._WP_016931522.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	35619	WP_004929180	WP_004929180.1	d59ab0e36a24186be5c43f868c074d4e	180	Pfam	Dna[CI] antecedent, DciA	66	154	3.6E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_004929180.1	DciA family protein [Streptomyces griseoflavus]	180	refseq	complete	Bacteria>Actinobacteria	Streptomyces griseoflavus	BActino_Sgriseoflavus_WP_004929180.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	2642494	WP_055401401	WP_055401401.1	906150b6bde317dec81a99db2d11f36d	187	Pfam	Dna[CI] antecedent, DciA	75	162	6.1E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_055401401.1	MULTISPECIES: DUF721 family protein [unclassified Mycobacterium]	187	refseq	complete	Bacteria>Actinobacteria	unclassified Mycobacterium	BActino_uMycobacterium_WP_055401401.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1827	WP_005516606	WP_005516606.1	9904eb16294460182a866e8f42394d89	183	Pfam	Dna[CI] antecedent, DciA	72	158	1.3E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_005516606.1	MULTISPECIES: DUF721 family protein [Rhodococcus]	183	refseq	complete	Bacteria>Actinobacteria	Rhodococcus	BActino_R_WP_005516606.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	337005	WP_130485512	WP_130485512.1	559b4917760c2e0be6395da0cb8df270	168	Pfam	Dna[CI] antecedent, DciA	57	143	9.7E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_130485512.1	DciA family protein [Microcella putealis]	168	refseq	complete	Bacteria>Actinobacteria	Microcella putealis	BActino_Mputealis_WP_130485512.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1828	WP_167329015	WP_167329015.1	e6d32aa01b50739947fc810f7b2d9ea6	186	Pfam	Dna[CI] antecedent, DciA	75	161	2.0E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_167329015.1	DUF721 family protein [Rhodococcus fascians]	186	refseq	complete	Bacteria>Actinobacteria	Rhodococcus fascians	BActino_Rfascians_WP_167329015.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	28047	WP_085152290	WP_085152290.1	c932a73bb2e901fe5e770c48a985c6db	193	Pfam	Dna[CI] antecedent, DciA	81	168	3.6E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_085152290.1	DUF721 family protein [Mycolicibacterium confluentis]	193	refseq	complete	Bacteria>Actinobacteria	Mycolicibacterium confluentis	BActino_Mconfluentis_WP_085152290.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	37928	WP_081608495	WP_081608495.1	3ab5a4e0fd54b41f2ea6f7490d73bf06	157	Pfam	Dna[CI] antecedent, DciA	46	132	1.3E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_081608495.1	DciA family protein [Arthrobacter crystallopoietes]	157	refseq	complete	Bacteria>Actinobacteria	Arthrobacter crystallopoietes	BActino_Acrystallopoietes_WP_081608495.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1773	WP_057364719	WP_057364719.1	c39cde4ea21ad492757dbc73bc59e1df	187	Pfam	Dna[CI] antecedent, DciA	75	162	1.1E-23	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_057364719.1	DNA replication protein DciA [Mycobacterium tuberculosis]	187	refseq	complete	Bacteria>Actinobacteria	Mycobacterium tuberculosis	BActino_Mtuberculosis_WP_057364719.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1764	WP_084266687	WP_084266687.1	e6cffdf9683a8520d245eff9ad23592d	181	Pfam	Dna[CI] antecedent, DciA	69	156	2.5E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_084266687.1	DUF721 family protein [Mycobacterium avium]	181	refseq	complete	Bacteria>Actinobacteria	Mycobacterium avium	BActino_Mavium_WP_084266687.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	933800	WP_087554938	WP_087554938.1	f4fa2a0c8504e2eb4a7bfb670c6d6eb8	187	Pfam	Dna[CI] antecedent, DciA	76	162	1.7E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_087554938.1	DUF721 family protein [Rhodococcus sp. NCIMB 12038]	187	refseq	complete	Bacteria>Actinobacteria	Rhodococcus sp. NCIMB 12038	BActino_Rsp._WP_087554938.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258		Mycobacterium_Pfam-1	Mycobacterium_Pfam-1	df761be7647a8c0d90b573b3d86a77ed	88	Pfam	Dna[CI] antecedent, DciA	1	88	1.0E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232								Mycobacterium_Pfam-1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258		WP_027648367	WP_027648367.1	025fcd44d4c711d3ae05cf580a58269d	198	Pfam	Dna[CI] antecedent, DciA	86	173	4.2E-27	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232								WP_027648367.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	134964	WP_062966398	WP_062966398.1	a502db1b6b9338bfd6d0b84b919fe62c	190	Pfam	Dna[CI] antecedent, DciA	79	165	1.2E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_062966398.1	DUF721 family protein [Nocardia africana]	190	refseq	complete	Bacteria>Actinobacteria	Nocardia africana	BActino_Nafricana_WP_062966398.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	2546320	WP_142094784	WP_142094784.1	db47dd3bb83a10400a34879e08518f4f	182	Pfam	Dna[CI] antecedent, DciA	71	157	1.3E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_142094784.1	DUF721 family protein [Rhodococcus spelaei]	182	refseq	complete	Bacteria>Actinobacteria	Rhodococcus sp. C9-5	BActino_Rsp._WP_142094784.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1783	WP_067279790	WP_067279790.1	04aab06b9437254b8cebf6a920b47ab5	186	Pfam	Dna[CI] antecedent, DciA	74	161	3.5E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_067279790.1	DUF721 family protein [Mycobacterium scrofulaceum]	186	refseq	complete	Bacteria>Actinobacteria	Mycobacterium scrofulaceum	BActino_Mscrofulaceum_WP_067279790.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	2647000	WP_141158799	WP_141158799.1	e093fdb11224bbb89244a5ef89c31ddc	184	Pfam	Dna[CI] antecedent, DciA	73	159	9.6E-26	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_141158799.1	MULTISPECIES: DciA family protein [unclassified Pseudarthrobacter]	184	refseq	complete	Bacteria>Actinobacteria	unclassified Pseudarthrobacter	BActino_uPseudarthrobacter_WP_141158799.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	401976	WP_132428064	WP_132428064.1	e217d560530a2f843e5e223a28804758	169	Pfam	Dna[CI] antecedent, DciA	58	144	5.0E-26	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_132428064.1	DciA family protein [Pseudonocardia endophytica]	169	refseq	complete	Bacteria>Actinobacteria	Pseudonocardia endophytica	BActino_Pendophytica_WP_132428064.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258		WP_091316259	WP_091316259.1	20ca3124b11eb783ffd2aac5ba6df513	204	Pfam	Dna[CI] antecedent, DciA	92	179	1.3E-26	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232								WP_091316259.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1829	WP_054370842	WP_054370842.1	1102030144751718479ec8bd427f60f0	182	Pfam	Dna[CI] antecedent, DciA	70	157	8.2E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_054370842.1	DUF721 family protein [Rhodococcus rhodochrous]	182	refseq	complete	Bacteria>Actinobacteria	Rhodococcus rhodochrous	BActino_Rrhodochrous_WP_054370842.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1859290	WP_126121315	WP_126121315.1	7b87d2a151ee6db14990b3c8b74174fb	174	Pfam	Dna[CI] antecedent, DciA	62	149	7.2E-23	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_126121315.1	DciA family protein [Corynebacterium sp. YIM 101343]	174	refseq	complete	Bacteria>Actinobacteria	Corynebacterium sp. YIM 101343	BActino_Csp._WP_126121315.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1829	WP_059381954	WP_059381954.1	f1bcbf72445e5e1d3a8ba2ccb9b339aa	190	Pfam	Dna[CI] antecedent, DciA	78	165	3.9E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_059381954.1	DUF721 family protein [Rhodococcus rhodochrous]	190	refseq	complete	Bacteria>Actinobacteria	Rhodococcus rhodochrous	BActino_Rrhodochrous_WP_059381954.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	134984	WP_101465058	WP_101465058.1	ae02ae626c7247c1df0b5c72284e10c8	208	Pfam	Dna[CI] antecedent, DciA	97	183	3.3E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_101465058.1	DUF721 family protein [Nocardia fluminea]	208	refseq	complete	Bacteria>Actinobacteria	Nocardia fluminea	BActino_Nfluminea_WP_101465058.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1817	WP_051025307	WP_051025307.1	cb0d8baf0e539b1f7916bb67d7ce5d62	190	Pfam	Dna[CI] antecedent, DciA	79	165	1.1E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_051025307.1	MULTISPECIES: DUF721 family protein [Nocardia]	190	refseq	complete	Bacteria>Actinobacteria	Nocardia	BActino_N_WP_051025307.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1764	WP_104183534	WP_104183534.1	4f3300410f087c4a40bdd3a60ccbc35b	181	Pfam	Dna[CI] antecedent, DciA	69	156	3.4E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_104183534.1	DUF721 family protein [Mycobacterium avium]	181	refseq	complete	Bacteria>Actinobacteria	Mycobacterium avium	BActino_Mavium_WP_104183534.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1813677	WP_068370902	WP_068370902.1	12674d1e3bf8faf35e8ec2883a76a775	189	Pfam	Dna[CI] antecedent, DciA	78	164	9.7E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_068370902.1	DUF721 family protein [Rhodococcus sp. EPR-157]	189	refseq	complete	Bacteria>Actinobacteria	Rhodococcus sp. EPR-157	BActino_Rsp._WP_068370902.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1688693	WP_102976411	WP_102976411.1	4c2670bb2de2687d6c2a191fa2ec6c9c	186	Pfam	Dna[CI] antecedent, DciA	75	161	1.1E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_102976411.1	DciA family protein [Arthrobacter sp. AFG7.2]	186	refseq	complete	Bacteria>Actinobacteria	Arthrobacter sp. AFG7.2	BActino_Asp._WP_102976411.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	339268	WP_076054593	WP_076054593.1	1f3f6be54b5e0d40396baef01a9a2055	185	Pfam	Dna[CI] antecedent, DciA	73	160	6.2E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_076054593.1	DUF721 family protein [Mycobacterium colombiense]	185	refseq	complete	Bacteria>Actinobacteria	Mycobacterium colombiense	BActino_Mcolombiense_WP_076054593.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1507734	WP_046085115	WP_046085115.1	a160258821329f604b3282da61b21837	186	Pfam	Dna[CI] antecedent, DciA	71	160	1.6E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_046085115.1	DciA family protein [Streptomyces antioxidans]	186	refseq	complete	Bacteria>Actinobacteria	Streptomyces antioxidans	BActino_Santioxidans_WP_046085115.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1936029	WP_083737452	WP_083737452.1	a8eaa4b7476b8065436e84a6e5cac4db	192	Pfam	Dna[CI] antecedent, DciA	81	167	1.2E-23	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_083737452.1	DUF721 family protein [Mycobacterium sp. MS1601]	192	refseq	complete	Bacteria>Actinobacteria	Mycobacterium sp. MS1601	BActino_Msp._WP_083737452.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	589382	WP_092673891	WP_092673891.1	0bf6835575434a3e2ef54375bc7a1da7	159	Pfam	Dna[CI] antecedent, DciA	47	134	4.9E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_092673891.1	DciA family protein [Agromyces flavus]	159	refseq	complete	Bacteria>Actinobacteria	Agromyces flavus	BActino_Aflavus_WP_092673891.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1703926	WP_073773990	WP_073773990.1	befcaf41da0dfcec9a68d692034f1520	174	Pfam	Dna[CI] antecedent, DciA	62	148	1.7E-26	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_073773990.1	DUF721 domain-containing protein [Streptomyces sp. MJM1172]	174	refseq	complete	Bacteria>Actinobacteria	Streptomyces sp. MJM1172	BActino_Ssp._WP_073773990.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1764	WP_015632552	WP_015632552.1	7db78ddedc7859167148b6b23a95006d	181	Pfam	Dna[CI] antecedent, DciA	69	156	4.3E-24	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_015632552.1	DUF721 family protein [Mycobacterium avium]	181	refseq	complete	Bacteria>Actinobacteria	Mycobacterium avium	BActino_Mavium_WP_015632552.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	75385	WP_105186739	WP_105186739.1	cb463d5b5b492dde17534b5719734993	161	Pfam	Dna[CI] antecedent, DciA	49	135	9.7E-25	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_105186739.1	DciA family protein [Micropruina glycogenica]	161	refseq	complete	Bacteria>Actinobacteria	Micropruina glycogenica	BActino_Mglycogenica_WP_105186739.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	1716	WP_046646496	WP_046646496.1	daa46c995b3cd21739303e6ef691340e	173	Pfam	Dna[CI] antecedent, DciA	61	148	2.7E-22	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_046646496.1	MULTISPECIES: DciA family protein [Corynebacterium]	173	refseq	complete	Bacteria>Actinobacteria	Corynebacterium	BActino_C_WP_046646496.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
PF05258	339268	WP_064883119	WP_064883119.1	3f3dfa6315dd5ecfe34de9b62f244381	185	Pfam	Dna[CI] antecedent, DciA	73	160	2.2E-23	TRUE	26-10-2021	IPR007922	Protein of unknown function DUF721/UPF0232	WP_064883119.1	DUF721 family protein [Mycobacterium colombiense]	185	refseq	complete	Bacteria>Actinobacteria	Mycobacterium colombiense	BActino_Mcolombiense_WP_064883119.1	DciA	Dna[CI] antecedent, DciA	CL0424	DciA
